date,neighborhood_id,population_density,income_level,recycling_rate,public_awareness,commercial_activity,weather_temperature,is_holiday,is_weekend,waste_generation,total_waste,efficiency_class
2023-01-01,52,532.5524157847962,45173.1245118699,0.21063118056474106,4.092714157308049,3.342574036824356,11.294894144693632,1,1,1.5222935646674973,0.8107011153973246,3
2023-01-02,93,317.64110224972865,53368.03913870947,0.24225139673413237,3.7430591221214993,3.7816451720271225,10.664285731483078,0,0,0.9686853948377169,0.307694296549466,1
2023-01-03,15,497.19257813137773,45820.000786125354,0.2873931203573543,5.284990873186789,5.707620369545916,14.41547213457556,0,0,0.9013364931309891,0.4481378147836913,0
2023-01-04,72,423.36349640278536,37189.41086985025,0.13225453251674357,4.321422706208155,6.302819724205591,8.819108242783027,0,0,1.068965211637308,0.45256084953171416,2
2023-01-05,61,378.1008836363883,53489.185896734045,0.2547195350053235,4.0664623568941245,4.387790146723115,14.041531199377477,0,0,0.9551330541231214,0.3611366517542745,0
2023-01-06,21,270.7017584800864,33274.23762549226,0.12666547592196015,3.9429297502210447,6.9356607870110745,13.598955046403852,0,0,1.005405381105035,0.27216500465047444,1
2023-01-07,83,512.5005466498952,56449.33802003494,0.1489820617631396,3.157184089430754,3.054572818125779,8.727095003311629,0,1,1.0679771404764404,0.5473388683037677,2
2023-01-08,87,343.9051987349313,45538.65929038517,0.10401791091839666,3.5068504192689236,1.9602027899993586,10.81361597595319,0,1,1.3150434909796433,0.452250293110432,3
2023-01-09,75,405.77836553946014,63934.61818463688,0.2250066539897119,4.517260148027004,2.327349626968385,10.17183685236064,0,0,1.2493423551484923,0.5069560988713749,3
2023-01-10,75,715.0248550434578,69781.48421390954,0.26620377855502336,4.408418452260339,2.8491864157723152,12.611247977039035,0,0,1.151713261267305,0.823503607689283,2
2023-01-11,88,626.4232202536756,69773.61120689477,0.4077419322956223,5.730600210663705,2.374213531767441,14.113242969610456,0,0,1.2009553729314262,0.7523063320926578,2
2023-01-12,100,304.24667042774934,56362.10112105252,0.2803678261995145,5.151860282244967,9.042307835792492,11.440545629330217,0,0,1.1942210782351876,0.3633377868076926,1
2023-01-13,24,570.3782135812872,58696.624415336904,0.29420364870431864,4.776819112656884,1.8995584248071502,17.391061643130673,0,0,0.9811037758619858,0.5596002190140151,1
2023-01-14,3,526.556139652831,43544.97947763129,0.1623259925980074,3.5048761922049567,6.874857806793825,17.915147364587096,0,1,1.355105499172153,0.7135391204664114,3
2023-01-15,22,840.3392417066922,63552.793769666954,0.2772775335546403,4.092691895273633,4.94974230178545,18.703258880793612,1,1,1.8076581946198915,1.519046116531768,3
2023-01-16,53,776.6290001744549,65810.02721323447,0.3985477580902486,5.418726002549659,5.44920093383582,7.104064772696631,0,0,1.1873890305598913,0.9221607556218436,2
2023-01-17,2,193.2502548580328,20000.0,0.05,2.4126392093954556,3.1885405745790703,21.360828876418303,0,0,0.9392896558217746,0.18151796537307185,2
2023-01-18,88,672.2255337917202,57566.943912145274,0.2730797155169468,4.484405855557381,5.650905449789368,16.272458119955825,0,0,1.208706242313981,0.8125231989369002,2
2023-01-19,30,753.0394503247398,77362.59615417734,0.41001517296222256,5.467492565501876,3.1721628898586034,16.173934941955494,0,0,1.1812902935887137,0.8895581933579955,2
2023-01-20,38,611.8718417456662,42874.19410790431,0.23979393070522922,4.825506965270479,6.845532364056893,15.983850510460249,0,0,1.0413434116561555,0.6371687111797674,1
2023-01-21,2,432.9175712611618,38509.06047732241,0.26411322260555137,4.642586677646791,7.011026955708468,12.582779359862439,0,1,1.230547665357359,0.5327257066076008,3
2023-01-22,64,982.6787830234273,41602.73077827361,0.1970541859394509,5.376536239404477,4.730276126268157,17.882394954596883,0,1,1.348345667672652,1.324990679803472,3
2023-01-23,60,630.2818561854044,20000.0,0.1301726512593549,2.5945002661913446,4.861271789291443,21.895014621007878,0,0,1.022245265232589,0.6443026432475373,3
2023-01-24,21,895.3088547456455,52519.67908897821,0.2355674356954315,4.548441483575126,5.865447798853667,17.776703761622496,0,0,1.2117088001686624,1.0848536181642252,2
2023-01-25,33,770.2956858947014,50599.30880194503,0.24906451316475917,4.267205705985938,5.763218856115574,14.224107143147974,0,0,1.4089704633325173,1.0853238694580967,3
2023-01-26,76,592.8269320446608,53940.53665754602,0.19000182601501295,3.5719933848703738,7.048292746267233,13.247480542863956,0,0,1.081001006350377,0.6408465101318849,1
2023-01-27,58,384.0598177052745,58319.53242435604,0.2928955501446082,4.806831878796477,6.991691850420597,17.19449628330593,0,0,1.239820048890745,0.476165061964324,2
2023-01-28,22,495.17902436949976,34040.13195637047,0.17087294346383472,3.8542386097982804,4.9423181386417685,16.096742227532967,0,1,1.2022039488150245,0.5953061784673838,3
2023-01-29,89,455.61750944128937,55463.98398044088,0.24498890423449088,5.001323190431698,4.045551030090111,20.687815871958417,0,1,1.2840253786143725,0.585024445063689,3
2023-01-30,49,257.09620887014603,58863.9731983146,0.3427754746840511,5.241445283531885,6.623239575722954,22.941555648642712,0,0,1.2227155714064284,0.3143555379350871,2
2023-01-31,91,630.0563149919406,40232.16538365936,0.16765939157939871,3.5360446429861057,4.687428502225131,20.4883268217373,0,0,0.9978669488135579,0.6287123726217216,1
2023-02-01,59,813.4706003918818,58402.35996503946,0.31400054159117946,5.147109343784006,5.22748788457305,19.07196001214859,0,0,1.0873824484082057,0.8845536531622176,1
2023-02-02,42,440.33930108971066,51614.13252773483,0.29182045996592715,4.698827667888695,6.060632447702181,19.17622349358201,0,0,1.0960716891449378,0.48264344154230054,1
2023-02-03,92,932.7312998449474,37376.204611132394,0.21228203767380274,3.6543760099931664,6.951113944150715,20.03229567527505,0,0,1.0492762238994116,0.9786927762140963,1
2023-02-04,60,188.48344282765328,55655.77392967353,0.19436811218186517,3.9584881566076007,5.521696283816572,16.583021596638456,0,1,1.3881635611232614,0.26164584720840783,3
2023-02-05,80,710.8727096774408,44185.78513293561,0.21469705539890022,4.350698954195096,3.825604108252226,22.11193761896933,0,1,1.3697016186129178,0.9736835010729414,3
2023-02-06,15,834.304047081082,63941.30548028774,0.3736889369777259,5.4638082424490175,8.5940206877289,17.30341657165973,0,0,1.2000756700447894,1.001227988321909,1
2023-02-07,62,459.1938838037879,45216.672398619245,0.10993901286014182,3.614699123767005,8.060683623086824,24.133457551226748,0,0,1.1593398659983203,0.5323617757163317,1
2023-02-08,62,462.7886989714238,24204.688364698803,0.10743582874398516,3.167526111076293,2.9639932854950026,19.93257846467381,0,0,1.0138513272909913,0.46919893670744905,3
2023-02-09,47,708.5530351688802,55339.73971055302,0.29947438482562205,5.029863866909137,3.1764568461512654,23.75033134159172,0,0,1.0569826152173394,0.7489282401329865,2
2023-02-10,62,601.1982219919068,54588.06495662869,0.23258622983713287,4.429454630187204,3.427973036281852,17.071825940907324,0,0,1.2351626408121663,0.7425775835271027,3
2023-02-11,51,100.51773130809863,28377.257744046772,0.17400342182488074,3.994140355573377,6.697101783429622,24.194718970433687,0,1,1.175873975181428,0.11819618428947262,3
2023-02-12,55,331.3253690921239,65010.722308706114,0.3505024406647806,5.269946581399198,8.670286383447,26.040836172513337,0,1,1.6692101864893665,0.5530516811309223,3
2023-02-13,64,497.29009039050806,63964.416722709575,0.2874579810482784,5.86898146298007,3.987453465657566,18.33627522458541,0,0,1.1095283220712284,0.5517574395736299,1
2023-02-14,3,226.0603640629866,32600.39615050183,0.17585111064478437,4.498946451735917,5.338536715831146,22.066122424032574,1,0,1.475101148468954,0.3334619026526214,3
2023-02-15,51,405.16513671401924,36807.47397880177,0.17182344259421714,4.061371697920944,3.494788279468161,23.634722575145357,0,0,1.074619688558291,0.43539843303029674,3
